,ReportedOrigin,Population,Neighbourhood#
8588,Mexico,30,96
8589,Peru,10,96
8590,Trinidad_and_Tobago,10,96
8591,United_States,130,96
8592,Other_places_of_birth_in_Americas,100,96
8593,Europe,500,96
8594,Bosnia_and_Herzegovina,30,96
8595,Croatia,10,96
8596,France,10,96
8597,Germany,20,96
8598,Greece,0,96
8599,Hungary,40,96
8600,Ireland,10,96
8601,Italy,30,96
8602,Netherlands,10,96
8603,Poland,20,96
8604,Portugal,20,96
8605,Romania,30,96
8606,Russian_Federation,15,96
8607,Serbia,30,96
8608,Ukraine,20,96
8609,United_Kingdom,150,96
8610,Other_places_of_birth_in_Europe,50,96
8611,Africa,110,96
8612,Algeria,0,96
8613,Egypt,15,96
8614,Ethiopia,0,96
8615,Kenya,0,96
8616,Morocco,0,96
8617,Nigeria,10,96
8618,Somalia,0,96
8619,South_Africa_Republic_of,45,96
8620,Other_places_of_birth_in_Africa,30,96
8621,Asia,375,96
8622,Afghanistan,0,96
8623,Bangladesh,15,96
8624,China,65,96
8625,Hong_Kong,20,96
8626,India,50,96
8627,Iran,50,96
8628,Iraq,0,96
8629,Japan,30,96
8630,Korea_South,10,96
8631,Lebanon,0,96
8632,Pakistan,0,96
8633,Philippines,40,96
8634,Sri_Lanka,0,96
8635,Syria,10,96
8636,Taiwan,10,96
8637,Viet_Nam,0,96
8638,Other_places_of_birth_in_Asia,75,96
8639,Oceania_and_other_places_of_birth,10,96
8640,Total_Immigrant_Population,275,97
8641,Americas,30,97
8642,Brazil,0,97
8643,Colombia,0,97
8644,El_Salvador,0,97
8645,Guyana,0,97
8646,Haiti,0,97
8647,Jamaica,0,97
8648,Mexico,0,97
8649,Peru,0,97
8650,Trinidad_and_Tobago,0,97
8651,United_States,30,97
8652,Other_places_of_birth_in_Americas,0,97
8653,Europe,115,97
8654,Bosnia_and_Herzegovina,0,97
8655,Croatia,0,97
8656,France,0,97
8657,Germany,10,97
8658,Greece,0,97
8659,Hungary,0,97
8660,Ireland,0,97
8661,Italy,10,97
8662,Netherlands,0,97
8663,Poland,0,97
8664,Portugal,0,97
8665,Romania,10,97
8666,Russian_Federation,0,97
8667,Serbia,0,97
8668,Ukraine,0,97
8669,United_Kingdom,75,97
8670,Other_places_of_birth_in_Europe,10,97
8671,Africa,20,97
8672,Algeria,0,97
8673,Egypt,0,97
8674,Ethiopia,0,97
8675,Kenya,0,97
8676,Morocco,0,97
8677,Nigeria,0,97
8678,Somalia,0,97
8679,South_Africa_Republic_of,20,97
8680,Other_places_of_birth_in_Africa,0,97
8681,Asia,100,97
8682,Afghanistan,0,97
8683,Bangladesh,0,97
8684,China,15,97
8685,Hong_Kong,10,97
8686,India,20,97
8687,Iran,10,97
8688,Iraq,0,97
8689,Japan,0,97
8690,Korea_South,0,97
8691,Lebanon,0,97
8692,Pakistan,0,97
8693,Philippines,0,97
8694,Sri_Lanka,0,97
8695,Syria,0,97
8696,Taiwan,10,97
8697,Viet_Nam,0,97
8698,Other_places_of_birth_in_Asia,30,97
8699,Oceania_and_other_places_of_birth,10,97
8700,Total_Immigrant_Population,605,97
8701,Americas,125,97
8702,Brazil,0,97
8703,Colombia,10,97
8704,El_Salvador,0,97
8705,Guyana,0,97
8706,Haiti,0,97
8707,Jamaica,15,97
8708,Mexico,10,97
8709,Peru,0,97
8710,Trinidad_and_Tobago,0,97
8711,United_States,75,97
8712,Other_places_of_birth_in_Americas,25,97
8713,Europe,220,97
8714,Bosnia_and_Herzegovina,0,97
8715,Croatia,0,97
8716,France,10,97
8717,Germany,15,97
8718,Greece,0,97
8719,Hungary,10,97
8720,Ireland,20,97
8721,Italy,20,97
8722,Netherlands,0,97
8723,Poland,0,97
8724,Portugal,0,97
8725,Romania,10,97
8726,Russian_Federation,10,97
8727,Serbia,15,97
8728,Ukraine,0,97
8729,United_Kingdom,80,97
8730,Other_places_of_birth_in_Europe,20,97
8731,Africa,45,97
8732,Algeria,0,97
8733,Egypt,10,97
8734,Ethiopia,0,97
8735,Kenya,0,97
8736,Morocco,0,97
8737,Nigeria,0,97
8738,Somalia,0,97
8739,South_Africa_Republic_of,25,97
8740,Other_places_of_birth_in_Africa,15,97
8741,Asia,210,97
8742,Afghanistan,0,97
8743,Bangladesh,10,97
8744,China,45,97
8745,Hong_Kong,10,97
8746,India,25,97
8747,Iran,20,97
8748,Iraq,10,97
8749,Japan,10,97
8750,Korea_South,20,97
8751,Lebanon,0,97
8752,Pakistan,0,97
8753,Philippines,45,97
8754,Sri_Lanka,0,97
8755,Syria,0,97
8756,Taiwan,0,97
8757,Viet_Nam,0,97
8758,Other_places_of_birth_in_Asia,20,97
8759,Oceania_and_other_places_of_birth,10,97
8760,Total_Immigrant_Population,1790,97
8761,Americas,330,97
8762,Brazil,15,97
8763,Colombia,20,97
8764,El_Salvador,10,97
8765,Guyana,0,97
8766,Haiti,0,97
8767,Jamaica,0,97
8768,Mexico,35,97
8769,Peru,0,97
8770,Trinidad_and_Tobago,15,97
8771,United_States,170,97
8772,Other_places_of_birth_in_Americas,60,97
8773,Europe,775,97
8774,Bosnia_and_Herzegovina,0,97
8775,Croatia,10,97
8776,France,20,97
8777,Germany,55,97
8778,Greece,15,97
8779,Hungary,50,97
8780,Ireland,35,97
8781,Italy,15,97
8782,Netherlands,15,97
8783,Poland,25,97
8784,Portugal,35,97
8785,Romania,35,97
8786,Russian_Federation,25,97
8787,Serbia,55,97
8788,Ukraine,25,97
8789,United_Kingdom,215,97
8790,Other_places_of_birth_in_Europe,130,97
8791,Africa,140,97
8792,Algeria,10,97
8793,Egypt,45,97
8794,Ethiopia,0,97
8795,Kenya,0,97
8796,Morocco,10,97
8797,Nigeria,0,97
8798,Somalia,0,97
8799,South_Africa_Republic_of,50,97
8800,Other_places_of_birth_in_Africa,30,97
8801,Asia,535,97
8802,Afghanistan,10,97
8803,Bangladesh,25,97
8804,China,75,97
8805,Hong_Kong,60,97
8806,India,65,97
8807,Iran,70,97
8808,Iraq,0,97
8809,Japan,10,97
8810,Korea_South,25,97
8811,Lebanon,10,97
8812,Pakistan,10,97
8813,Philippines,50,97
8814,Sri_Lanka,30,97
8815,Syria,10,97
8816,Taiwan,25,97
8817,Viet_Nam,0,97
8818,Other_places_of_birth_in_Asia,70,97
8819,Oceania_and_other_places_of_birth,10,97
8820,Total_Immigrant_Population,915,97
8821,Americas,210,97
8822,Brazil,10,97
8823,Colombia,20,97
8824,El_Salvador,0,97
8825,Guyana,0,97
8826,Haiti,0,97
8827,Jamaica,35,97
8828,Mexico,0,97
8829,Peru,10,97
8830,Trinidad_and_Tobago,10,97
8831,United_States,50,97
8832,Other_places_of_birth_in_Americas,75,97
8833,Europe,310,97
8834,Bosnia_and_Herzegovina,10,97
8835,Croatia,20,97
8836,France,0,97
8837,Germany,15,97
8838,Greece,0,97
8839,Hungary,0,97
8840,Ireland,10,97
8841,Italy,10,97
8842,Netherlands,0,97
8843,Poland,20,97
8844,Portugal,0,97
8845,Romania,75,97
8846,Russian_Federation,50,97
8847,Serbia,0,97
8848,Ukraine,15,97
8849,United_Kingdom,55,97
8850,Other_places_of_birth_in_Europe,35,97
8851,Africa,45,97
8852,Algeria,0,97
8853,Egypt,10,97
8854,Ethiopia,15,97
8855,Kenya,0,97
8856,Morocco,0,97
8857,Nigeria,0,97
8858,Somalia,0,97
8859,South_Africa_Republic_of,0,97
8860,Other_places_of_birth_in_Africa,10,97
8861,Asia,350,97
8862,Afghanistan,10,97
8863,Bangladesh,10,97
8864,China,35,97
8865,Hong_Kong,10,97
8866,India,75,97
8867,Iran,70,97
8868,Iraq,0,97
8869,Japan,10,97
8870,Korea_South,25,97
8871,Lebanon,0,97
8872,Pakistan,20,97
8873,Philippines,50,97
8874,Sri_Lanka,15,97
8875,Syria,0,97
8876,Taiwan,0,97
8877,Viet_Nam,0,97
8878,Other_places_of_birth_in_Asia,30,97
8879,Oceania_and_other_places_of_birth,0,97
8880,Total_Immigrant_Population,1585,98
8881,Americas,335,98
8882,Brazil,55,98
8883,Colombia,25,98
8884,El_Salvador,10,98
8885,Guyana,0,98
8886,Haiti,0,98
8887,Jamaica,30,98
8888,Mexico,25,98
8889,Peru,10,98
8890,Trinidad_and_Tobago,20,98
8891,United_States,110,98
8892,Other_places_of_birth_in_Americas,45,98
8893,Europe,685,98
8894,Bosnia_and_Herzegovina,0,98
8895,Croatia,10,98
8896,France,35,98
8897,Germany,20,98
8898,Greece,25,98
8899,Hungary,30,98
8900,Ireland,20,98
8901,Italy,20,98
8902,Netherlands,0,98
8903,Poland,40,98
8904,Portugal,25,98
8905,Romania,55,98
8906,Russian_Federation,35,98
8907,Serbia,35,98
8908,Ukraine,10,98
8909,United_Kingdom,185,98
8910,Other_places_of_birth_in_Europe,145,98
8911,Africa,95,98
8912,Algeria,0,98
8913,Egypt,15,98
8914,Ethiopia,10,98
8915,Kenya,15,98
8916,Morocco,10,98
8917,Nigeria,0,98
8918,Somalia,0,98
8919,South_Africa_Republic_of,40,98
8920,Other_places_of_birth_in_Africa,10,98
8921,Asia,455,98
8922,Afghanistan,0,98
8923,Bangladesh,10,98
8924,China,55,98
8925,Hong_Kong,35,98
8926,India,75,98
8927,Iran,90,98
8928,Iraq,0,98
8929,Japan,15,98
8930,Korea_South,30,98
8931,Lebanon,25,98
8932,Pakistan,15,98
8933,Philippines,45,98
8934,Sri_Lanka,0,98
8935,Syria,10,98
8936,Taiwan,10,98
8937,Viet_Nam,10,98
8938,Other_places_of_birth_in_Asia,45,98
8939,Oceania_and_other_places_of_birth,10,98
8940,Total_Immigrant_Population,730,98
8941,Americas,165,98
8942,Brazil,0,98
8943,Colombia,15,98
8944,El_Salvador,0,98
8945,Guyana,0,98
8946,Haiti,0,98
8947,Jamaica,0,98
8948,Mexico,10,98
8949,Peru,10,98
8950,Trinidad_and_Tobago,0,98
8951,United_States,120,98
8952,Other_places_of_birth_in_Americas,25,98
8953,Europe,275,98
8954,Bosnia_and_Herzegovina,0,98
8955,Croatia,0,98
8956,France,20,98
8957,Germany,0,98
8958,Greece,10,98
8959,Hungary,30,98
8960,Ireland,10,98
8961,Italy,10,98
8962,Netherlands,10,98
8963,Poland,10,98
8964,Portugal,0,98
8965,Romania,0,98
8966,Russian_Federation,15,98
8967,Serbia,10,98
8968,Ukraine,0,98
8969,United_Kingdom,125,98
8970,Other_places_of_birth_in_Europe,45,98
8971,Africa,85,98
8972,Algeria,0,98
8973,Egypt,10,98
8974,Ethiopia,0,98
8975,Kenya,0,98
8976,Morocco,10,98
8977,Nigeria,10,98
8978,Somalia,10,98
8979,South_Africa_Republic_of,30,98
8980,Other_places_of_birth_in_Africa,25,98
8981,Asia,195,98
8982,Afghanistan,0,98
8983,Bangladesh,10,98
8984,China,40,98
8985,Hong_Kong,25,98
8986,India,20,98
8987,Iran,25,98
8988,Iraq,0,98
8989,Japan,0,98
8990,Korea_South,15,98
8991,Lebanon,0,98
8992,Pakistan,0,98
8993,Philippines,30,98
8994,Sri_Lanka,10,98
8995,Syria,0,98
8996,Taiwan,0,98
8997,Viet_Nam,0,98
8998,Other_places_of_birth_in_Asia,10,98
8999,Oceania_and_other_places_of_birth,0,98
9000,Total_Immigrant_Population,980,99
9001,Americas,175,99
9002,Brazil,10,99
9003,Colombia,15,99
9004,El_Salvador,0,99
9005,Guyana,0,99
9006,Haiti,0,99
9007,Jamaica,15,99
9008,Mexico,0,99
9009,Peru,0,99
9010,Trinidad_and_Tobago,35,99
9011,United_States,75,99
9012,Other_places_of_birth_in_Americas,20,99
9013,Europe,485,99
9014,Bosnia_and_Herzegovina,15,99
9015,Croatia,0,99
9016,France,0,99
9017,Germany,15,99
9018,Greece,20,99
9019,Hungary,10,99
9020,Ireland,10,99
9021,Italy,0,99
9022,Netherlands,10,99
9023,Poland,30,99
9024,Portugal,30,99
9025,Romania,20,99
9026,Russian_Federation,45,99
9027,Serbia,25,99
9028,Ukraine,20,99
9029,United_Kingdom,175,99
9030,Other_places_of_birth_in_Europe,55,99
9031,Africa,40,99
9032,Algeria,0,99
9033,Egypt,0,99
9034,Ethiopia,0,99
9035,Kenya,0,99
9036,Morocco,0,99
9037,Nigeria,0,99
9038,Somalia,0,99
9039,South_Africa_Republic_of,30,99
9040,Other_places_of_birth_in_Africa,10,99
9041,Asia,270,99
9042,Afghanistan,0,99
9043,Bangladesh,0,99
9044,China,45,99
9045,Hong_Kong,15,99
9046,India,15,99
9047,Iran,50,99
9048,Iraq,0,99
9049,Japan,20,99
9050,Korea_South,15,99
9051,Lebanon,10,99
9052,Pakistan,0,99
9053,Philippines,50,99
9054,Sri_Lanka,0,99
9055,Syria,0,99
9056,Taiwan,0,99
9057,Viet_Nam,0,99
9058,Other_places_of_birth_in_Asia,40,99
9059,Oceania_and_other_places_of_birth,15,99
9060,Total_Immigrant_Population,1325,99
9061,Americas,280,99
9062,Brazil,15,99
9063,Colombia,10,99
9064,El_Salvador,10,99
9065,Guyana,20,99
9066,Haiti,10,99
9067,Jamaica,25,99
9068,Mexico,10,99
9069,Peru,10,99
9070,Trinidad_and_Tobago,20,99
9071,United_States,95,99
9072,Other_places_of_birth_in_Americas,55,99
9073,Europe,525,99
9074,Bosnia_and_Herzegovina,25,99
9075,Croatia,10,99
9076,France,10,99
9077,Germany,25,99
9078,Greece,35,99
9079,Hungary,20,99
9080,Ireland,0,99
9081,Italy,15,99
9082,Netherlands,15,99
9083,Poland,55,99
9084,Portugal,10,99
9085,Romania,20,99
9086,Russian_Federation,0,99
9087,Serbia,25,99
9088,Ukraine,10,99
9089,United_Kingdom,175,99
9090,Other_places_of_birth_in_Europe,70,99
9091,Africa,85,99
9092,Algeria,0,99
9093,Egypt,10,99
9094,Ethiopia,0,99
9095,Kenya,15,99
9096,Morocco,10,99
9097,Nigeria,0,99
9098,Somalia,0,99
9099,South_Africa_Republic_of,45,99
9100,Other_places_of_birth_in_Africa,15,99
9101,Asia,430,99
9102,Afghanistan,0,99
9103,Bangladesh,0,99
9104,China,80,99
9105,Hong_Kong,60,99
9106,India,70,99
9107,Iran,25,99
9108,Iraq,0,99
9109,Japan,10,99
9110,Korea_South,30,99
9111,Lebanon,10,99
9112,Pakistan,0,99
9113,Philippines,55,99
9114,Sri_Lanka,0,99
9115,Syria,0,99
9116,Taiwan,0,99
9117,Viet_Nam,10,99
9118,Other_places_of_birth_in_Asia,60,99
9119,Oceania_and_other_places_of_birth,10,99
9120,Total_Immigrant_Population,3055,104
9121,Americas,410,104
9122,Brazil,40,104
9123,Colombia,20,104
9124,El_Salvador,0,104
9125,Guyana,45,104
9126,Haiti,0,104
9127,Jamaica,40,104
9128,Mexico,30,104
9129,Peru,25,104
9130,Trinidad_and_Tobago,30,104
9131,United_States,110,104
9132,Other_places_of_birth_in_Americas,70,104
9133,Europe,1000,104
9134,Bosnia_and_Herzegovina,25,104
9135,Croatia,10,104
9136,France,20,104
9137,Germany,50,104
9138,Greece,20,104
9139,Hungary,15,104
9140,Ireland,50,104
9141,Italy,50,104
9142,Netherlands,15,104
9143,Poland,55,104
9144,Portugal,10,104
9145,Romania,60,104
9146,Russian_Federation,110,104
9147,Serbia,105,104
9148,Ukraine,25,104
9149,United_Kingdom,255,104
9150,Other_places_of_birth_in_Europe,115,104
9151,Africa,210,104
9152,Algeria,0,104
9153,Egypt,30,104
9154,Ethiopia,10,104
9155,Kenya,0,104
9156,Morocco,0,104
9157,Nigeria,10,104
9158,Somalia,0,104
9159,South_Africa_Republic_of,85,104
9160,Other_places_of_birth_in_Africa,75,104
9161,Asia,1415,104
9162,Afghanistan,10,104
9163,Bangladesh,45,104
9164,China,165,104
9165,Hong_Kong,40,104
9166,India,105,104
9167,Iran,300,104
9168,Iraq,0,104
9169,Japan,50,104
9170,Korea_South,135,104
9171,Lebanon,25,104
9172,Pakistan,35,104
9173,Philippines,195,104
9174,Sri_Lanka,25,104
9175,Syria,25,104
9176,Taiwan,15,104
9177,Viet_Nam,0,104
9178,Other_places_of_birth_in_Asia,250,104
9179,Oceania_and_other_places_of_birth,15,104
9180,Total_Immigrant_Population,1690,104
9181,Americas,290,104
9182,Brazil,15,104
9183,Colombia,15,104
9184,El_Salvador,0,104
9185,Guyana,15,104
9186,Haiti,0,104
9187,Jamaica,40,104
9188,Mexico,40,104
9189,Peru,20,104
9190,Trinidad_and_Tobago,25,104
9191,United_States,70,104
9192,Other_places_of_birth_in_Americas,50,104
9193,Europe,740,104
9194,Bosnia_and_Herzegovina,15,104
9195,Croatia,25,104
9196,France,20,104
9197,Germany,50,104
9198,Greece,10,104
9199,Hungary,40,104
9200,Ireland,50,104
9201,Italy,15,104
9202,Netherlands,10,104
9203,Poland,55,104
9204,Portugal,10,104
9205,Romania,65,104
9206,Russian_Federation,90,104
9207,Serbia,40,104
9208,Ukraine,40,104
9209,United_Kingdom,140,104
9210,Other_places_of_birth_in_Europe,90,104
9211,Africa,85,104
9212,Algeria,0,104
9213,Egypt,10,104
9214,Ethiopia,15,104
9215,Kenya,10,104
9216,Morocco,0,104
9217,Nigeria,10,104
9218,Somalia,0,104
9219,South_Africa_Republic_of,10,104
9220,Other_places_of_birth_in_Africa,35,104
9221,Asia,570,104
9222,Afghanistan,0,104
9223,Bangladesh,0,104
9224,China,70,104
9225,Hong_Kong,40,104
9226,India,75,104
9227,Iran,110,104
9228,Iraq,0,104
9229,Japan,10,104
9230,Korea_South,60,104
9231,Lebanon,15,104
9232,Pakistan,15,104
9233,Philippines,70,104
9234,Sri_Lanka,20,104
9235,Syria,0,104
9236,Taiwan,0,104
9237,Viet_Nam,0,104
9238,Other_places_of_birth_in_Asia,90,104
9239,Oceania_and_other_places_of_birth,0,104
9240,Total_Immigrant_Population,170,104
9241,Americas,15,104
9242,Brazil,0,104
9243,Colombia,0,104
9244,El_Salvador,0,104
9245,Guyana,0,104
9246,Haiti,0,104
9247,Jamaica,0,104
9248,Mexico,0,104
9249,Peru,0,104
9250,Trinidad_and_Tobago,0,104
9251,United_States,10,104
9252,Other_places_of_birth_in_Americas,0,104
9253,Europe,65,104
9254,Bosnia_and_Herzegovina,0,104
9255,Croatia,0,104
9256,France,10,104
9257,Germany,10,104
9258,Greece,0,104
9259,Hungary,0,104
9260,Ireland,0,104
9261,Italy,10,104
9262,Netherlands,0,104
9263,Poland,0,104
9264,Portugal,0,104
9265,Romania,0,104
9266,Russian_Federation,10,104
9267,Serbia,0,104
9268,Ukraine,0,104
9269,United_Kingdom,20,104
9270,Other_places_of_birth_in_Europe,15,104
9271,Africa,10,104
9272,Algeria,0,104
9273,Egypt,0,104
9274,Ethiopia,0,104
9275,Kenya,0,104
9276,Morocco,0,104
9277,Nigeria,0,104
9278,Somalia,0,104
9279,South_Africa_Republic_of,10,104
9280,Other_places_of_birth_in_Africa,0,104
9281,Asia,85,104
9282,Afghanistan,0,104
9283,Bangladesh,0,104
9284,China,15,104
9285,Hong_Kong,0,104
9286,India,0,104
9287,Iran,35,104
9288,Iraq,0,104
9289,Japan,0,104
9290,Korea_South,25,104
9291,Lebanon,0,104
9292,Pakistan,0,104
9293,Philippines,10,104
9294,Sri_Lanka,0,104
9295,Syria,0,104
9296,Taiwan,0,104
9297,Viet_Nam,0,104
9298,Other_places_of_birth_in_Asia,10,104
9299,Oceania_and_other_places_of_birth,0,104
9300,Total_Immigrant_Population,1850,104
9301,Americas,275,104
9302,Brazil,10,104
9303,Colombia,30,104
9304,El_Salvador,0,104
9305,Guyana,25,104
9306,Haiti,0,104
9307,Jamaica,30,104
9308,Mexico,30,104
9309,Peru,0,104
9310,Trinidad_and_Tobago,20,104
9311,United_States,50,104
9312,Other_places_of_birth_in_Americas,75,104
9313,Europe,500,104
9314,Bosnia_and_Herzegovina,15,104
9315,Croatia,10,104
9316,France,10,104
9317,Germany,20,104
9318,Greece,10,104
9319,Hungary,10,104
9320,Ireland,20,104
9321,Italy,20,104
9322,Netherlands,10,104
9323,Poland,0,104
9324,Portugal,10,104
9325,Romania,40,104
9326,Russian_Federation,70,104
9327,Serbia,65,104
9328,Ukraine,40,104
9329,United_Kingdom,90,104
9330,Other_places_of_birth_in_Europe,65,104
9331,Africa,90,104
9332,Algeria,10,104
9333,Egypt,10,104
9334,Ethiopia,0,104
9335,Kenya,0,104
9336,Morocco,0,104
9337,Nigeria,10,104
9338,Somalia,0,104
9339,South_Africa_Republic_of,15,104
9340,Other_places_of_birth_in_Africa,55,104
9341,Asia,980,104
9342,Afghanistan,10,104
9343,Bangladesh,20,104
9344,China,55,104
9345,Hong_Kong,10,104
9346,India,320,104
9347,Iran,210,104
9348,Iraq,0,104
9349,Japan,15,104
9350,Korea_South,85,104
9351,Lebanon,15,104
9352,Pakistan,10,104
9353,Philippines,170,104
9354,Sri_Lanka,10,104
9355,Syria,0,104
9356,Taiwan,0,104
9357,Viet_Nam,15,104
9358,Other_places_of_birth_in_Asia,55,104
9359,Oceania_and_other_places_of_birth,10,104
9360,Total_Immigrant_Population,1365,100
9361,Americas,195,100
9362,Brazil,0,100
9363,Colombia,0,100
9364,El_Salvador,0,100
9365,Guyana,0,100
9366,Haiti,0,100
9367,Jamaica,15,100
9368,Mexico,15,100
9369,Peru,0,100
9370,Trinidad_and_Tobago,10,100
9371,United_States,90,100
9372,Other_places_of_birth_in_Americas,65,100
9373,Europe,475,100
9374,Bosnia_and_Herzegovina,10,100
9375,Croatia,15,100
9376,France,15,100
9377,Germany,15,100
9378,Greece,20,100
9379,Hungary,25,100
9380,Ireland,25,100
9381,Italy,10,100
9382,Netherlands,10,100
9383,Poland,40,100
9384,Portugal,20,100
9385,Romania,0,100
9386,Russian_Federation,0,100
9387,Serbia,25,100
9388,Ukraine,25,100
9389,United_Kingdom,145,100
9390,Other_places_of_birth_in_Europe,95,100
9391,Africa,75,100
9392,Algeria,0,100
9393,Egypt,10,100
9394,Ethiopia,0,100
9395,Kenya,10,100
9396,Morocco,0,100
9397,Nigeria,10,100
9398,Somalia,0,100
9399,South_Africa_Republic_of,25,100
9400,Other_places_of_birth_in_Africa,20,100
9401,Asia,615,100
9402,Afghanistan,0,100
9403,Bangladesh,0,100
9404,China,120,100
9405,Hong_Kong,60,100
9406,India,55,100
9407,Iran,45,100
9408,Iraq,10,100
9409,Japan,10,100
9410,Korea_South,85,100
9411,Lebanon,0,100
9412,Pakistan,15,100
9413,Philippines,65,100
9414,Sri_Lanka,0,100
9415,Syria,0,100
9416,Taiwan,40,100
9417,Viet_Nam,15,100
9418,Other_places_of_birth_in_Asia,100,100
9419,Oceania_and_other_places_of_birth,0,100
9420,Total_Immigrant_Population,730,101
9421,Americas,150,101
9422,Brazil,0,101
9423,Colombia,0,101
9424,El_Salvador,0,101
9425,Guyana,0,101
9426,Haiti,0,101
9427,Jamaica,10,101
9428,Mexico,0,101
9429,Peru,0,101
9430,Trinidad_and_Tobago,0,101
9431,United_States,95,101
9432,Other_places_of_birth_in_Americas,35,101
9433,Europe,245,101
9434,Bosnia_and_Herzegovina,0,101
9435,Croatia,10,101
9436,France,10,101
9437,Germany,10,101
9438,Greece,0,101
9439,Hungary,0,101
9440,Ireland,10,101
9441,Italy,10,101
9442,Netherlands,0,101
9443,Poland,15,101
9444,Portugal,0,101
9445,Romania,0,101
9446,Russian_Federation,20,101
9447,Serbia,25,101
9448,Ukraine,10,101
9449,United_Kingdom,75,101
9450,Other_places_of_birth_in_Europe,35,101
9451,Africa,45,101
9452,Algeria,0,101
9453,Egypt,0,101
9454,Ethiopia,0,101
9455,Kenya,0,101
9456,Morocco,20,101
9457,Nigeria,0,101
9458,Somalia,0,101
9459,South_Africa_Republic_of,0,101
9460,Other_places_of_birth_in_Africa,15,101
9461,Asia,285,101
9462,Afghanistan,0,101
9463,Bangladesh,0,101
9464,China,70,101
9465,Hong_Kong,20,101
9466,India,20,101
9467,Iran,45,101
9468,Iraq,10,101
9469,Japan,0,101
9470,Korea_South,0,101
9471,Lebanon,0,101
9472,Pakistan,0,101
9473,Philippines,45,101
9474,Sri_Lanka,10,101
9475,Syria,10,101
9476,Taiwan,0,101
9477,Viet_Nam,0,101
9478,Other_places_of_birth_in_Asia,55,101
9479,Oceania_and_other_places_of_birth,0,101
9480,Total_Immigrant_Population,1360,101
9481,Americas,290,101
9482,Brazil,15,101
9483,Colombia,15,101
9484,El_Salvador,20,101
9485,Guyana,10,101
9486,Haiti,0,101
9487,Jamaica,25,101
9488,Mexico,15,101
9489,Peru,0,101
9490,Trinidad_and_Tobago,10,101
9491,United_States,95,101
9492,Other_places_of_birth_in_Americas,85,101
9493,Europe,490,101
9494,Bosnia_and_Herzegovina,0,101
9495,Croatia,15,101
9496,France,30,101
9497,Germany,60,101
9498,Greece,10,101
9499,Hungary,55,101
9500,Ireland,0,101
9501,Italy,10,101
9502,Netherlands,20,101
9503,Poland,25,101
9504,Portugal,10,101
9505,Romania,30,101
9506,Russian_Federation,30,101
9507,Serbia,0,101
9508,Ukraine,25,101
9509,United_Kingdom,80,101
9510,Other_places_of_birth_in_Europe,80,101
9511,Africa,65,101
9512,Algeria,0,101
9513,Egypt,0,101
9514,Ethiopia,0,101
9515,Kenya,0,101
9516,Morocco,10,101
9517,Nigeria,0,101
9518,Somalia,0,101
9519,South_Africa_Republic_of,35,101
9520,Other_places_of_birth_in_Africa,20,101
9521,Asia,500,101
9522,Afghanistan,10,101
9523,Bangladesh,0,101
9524,China,90,101
9525,Hong_Kong,30,101
9526,India,35,101
9527,Iran,45,101
9528,Iraq,0,101
9529,Japan,10,101
9530,Korea_South,10,101
9531,Lebanon,10,101
9532,Pakistan,0,101
9533,Philippines,145,101
9534,Sri_Lanka,0,101
9535,Syria,0,101
9536,Taiwan,0,101
9537,Viet_Nam,15,101
9538,Other_places_of_birth_in_Asia,95,101
9539,Oceania_and_other_places_of_birth,15,101
9540,Total_Immigrant_Population,1805,102
9541,Americas,305,102
9542,Brazil,0,102
9543,Colombia,25,102
9544,El_Salvador,0,102
9545,Guyana,25,102
9546,Haiti,0,102
9547,Jamaica,55,102
9548,Mexico,25,102
9549,Peru,15,102
9550,Trinidad_and_Tobago,10,102
9551,United_States,75,102
9552,Other_places_of_birth_in_Americas,65,102
9553,Europe,690,102
9554,Bosnia_and_Herzegovina,0,102
9555,Croatia,0,102
9556,France,0,102
9557,Germany,40,102
9558,Greece,25,102
9559,Hungary,35,102
9560,Ireland,0,102
9561,Italy,40,102
9562,Netherlands,0,102
9563,Poland,20,102
9564,Portugal,25,102
9565,Romania,50,102
9566,Russian_Federation,105,102
9567,Serbia,10,102
9568,Ukraine,50,102
9569,United_Kingdom,45,102
9570,Other_places_of_birth_in_Europe,225,102
